normalized_time,Participant_1493663240_A01890.p,Participant_1496443804_A01890.p
0.0,-7.32,143.0
0.02,-12.41,169.3
0.03,-17.33,198.19
0.05,-21.77,229.13
0.06,-25.68,261.93
0.08,-29.13,296.49
0.09,-32.3,331.72
0.11,-35.28,364.69
0.13,-38.13,390.75
0.14,-40.88,404.82
0.16,-43.63,403.48
0.17,-46.36,386.46
0.19,-48.76,356.63
0.2,-50.09,318.48
0.22,-49.25,276.34
0.23,-45.28,233.38
0.25,-37.76,192.02
0.27,-27.21,155.04
0.28,-15.12,126.19
0.3,-3.42,109.43
0.31,6.11,106.84
0.33,12.43,116.58
0.34,15.3,132.23
0.36,15.2,144.18
0.38,12.77,142.72
0.39,8.7,121.22
0.41,3.63,78.34
0.42,-1.61,18.29
0.44,-5.87,-50.54
0.45,-7.77,-118.21
0.47,-6.02,-175.78
0.48,0.14,-217.46
0.5,10.72,-241.57
0.52,24.95,-250.23
0.53,41.53,-248.01
0.55,58.96,-239.96
0.56,75.79,-229.93
0.58,90.92,-219.68
0.59,103.65,-209.23
0.61,113.84,-197.8
0.63,121.93,-184.91
0.64,128.81,-170.92
0.66,135.41,-156.84
0.67,142.28,-143.64
0.69,149.27,-131.63
0.7,155.5,-120.4
0.72,159.75,-109.32
0.73,160.85,-98.23
0.75,158.06,-87.8
0.77,151.2,-79.3
0.78,140.48,-73.82
0.8,126.32,-71.47
0.81,109.21,-71.24
0.83,89.76,-71.52
0.84,68.83,-71.01
0.86,47.48,-69.43
0.88,26.8,-67.57
0.89,7.6,-66.51
0.91,-9.99,-66.64
0.92,-26.46,-67.02
0.94,-42.71,-65.55
0.95,-59.5,-59.8
0.97,-76.82,-48.08
0.98,-93.78,-30.19
1.0,-108.69,-7.38
1.02,-119.74,18.12
1.03,-125.54,43.75
1.05,-125.66,67.14
1.06,-120.67,86.35
1.08,-111.92,100.0
1.09,-101.15,107.36
1.11,-90.12,108.64
1.13,-80.29,104.92
1.14,-72.51,97.99
1.16,-67.07,89.73
1.17,-63.6,81.56
1.19,-61.28,74.14
1.2,-59.2,67.45
1.22,-56.57,61.15
1.23,-52.94,54.88
1.25,-48.06,48.49
1.27,-41.8,41.93
1.28,-34.04,35.26
1.3,-24.79,28.55
1.31,-14.3,21.88
1.33,-3.17,15.2
1.34,7.72,8.24
1.36,17.53,0.54
1.38,25.76,-8.33
1.39,32.38,-18.14
1.41,37.75,-27.68
1.42,42.37,-34.67
1.44,46.55,-36.53
1.45,50.36,-31.31
1.47,53.58,-18.65
1.48,55.87,0.0
1.5,56.89,21.96
1.52,56.41,44.23
1.53,54.24,64.46
1.55,50.39,81.25
1.56,44.92,94.0
1.58,38.07,102.51
1.59,30.14,106.65
1.61,21.41,106.48
1.63,12.07,102.35
1.64,2.19,95.12
1.66,-8.31,86.01
1.67,-19.52,76.29
1.69,-31.43,66.94
1.7,-43.88,58.52
1.72,-56.54,51.13
1.73,-69.05,44.6
1.75,-80.96,38.56
1.77,-91.8,32.54
1.78,-100.89,26.05
1.8,-107.43,18.57
1.81,-110.58,9.72
1.83,-109.69,-0.72
1.84,-104.61,-12.61
1.86,-95.78,-25.39
1.88,-84.14,-37.9
1.89,-70.86,-48.52
1.91,-57.09,-55.4
1.92,-43.71,-56.98
1.94,-31.35,-52.57
1.95,-20.46,-42.68
1.97,-11.35,-28.99
1.98,-4.25,-13.74
2.0,0.79,0.95
2.02,3.98,13.67
2.03,5.65,23.83
2.05,6.21,31.29
2.06,6.0,35.85
2.08,5.3,37.05
2.09,4.35,34.3
2.11,3.3,27.5
2.13,2.31,17.42
2.14,1.51,5.76
2.16,1.02,-5.34
2.17,1.02,-14.16
2.19,1.86,-20.02
2.2,4.09,-23.41
2.22,8.18,-25.58
2.23,14.33,-27.74
2.25,22.23,-30.41
2.27,30.97,-33.26
2.28,39.3,-35.37
2.3,45.9,-35.92
2.31,49.73,-34.63
2.33,50.23,-31.89
2.34,47.28,-28.39
2.36,41.07,-24.46
2.38,32.06,-19.6
2.39,20.97,-12.32
2.41,8.8,-0.55
2.42,-3.22,17.75
2.44,-13.87,43.87
2.45,-22.24,78.06
2.47,-27.96,119.44
2.48,-31.28,166.42
2.5,-32.86,216.91
2.52,-33.58,268.33
2.53,-34.23,317.43
2.55,-35.41,360.1
2.56,-37.29,392.01
2.58,-39.5,409.48
2.59,-41.07,411.02
2.61,-40.63,397.99
2.63,-36.86,374.29
2.64,-28.86,344.86
2.66,-16.7,313.75
2.67,-1.39,283.03
2.69,15.31,253.0
2.7,31.39,223.69
2.72,44.98,196.08
2.73,54.63,172.13
2.75,59.49,153.24
2.77,59.21,138.3
2.78,54.24,123.02
2.8,45.61,101.7
2.81,34.87,70.61
2.83,23.79,30.93
2.84,13.74,-10.92
2.86,5.43,-46.38
2.88,-1.24,-69.14
2.89,-6.83,-78.67
2.91,-11.97,-80.31
2.92,-16.85,-82.34
2.94,-21.22,-91.54
2.95,-24.4,-109.94
2.97,-25.59,-134.3
2.98,-24.23,-157.97
3.0,-20.12,-173.31
3.02,-13.54,-173.67
3.03,-5.26,-154.54
3.05,3.55,-114.33
3.06,11.62,-55.41
3.08,17.84,15.12
3.09,21.49,86.13
3.11,22.42,145.1
3.13,20.93,182.22
3.14,17.63,193.99
3.16,13.2,184.33
3.17,8.17,162.47
3.19,2.94,138.48
3.2,-2.17,119.17
3.22,-6.87,106.1
3.23,-10.81,96.49
3.25,-13.67,85.87
3.27,-15.36,70.83
3.28,-16.0,49.94
3.3,-15.99,23.07
3.31,-15.93,-9.84
3.33,-16.28,-49.26
3.34,-17.24,-95.47
3.36,-18.65,-147.49
3.38,-19.95,-202.13
3.39,-20.4,-254.1
3.41,-19.33,-296.72
3.42,-16.4,-323.78
3.44,-11.74,-331.26
3.45,-5.92,-318.69
3.47,0.24,-289.72
3.48,5.97,-251.38
3.5,10.73,-212.08
3.52,14.31,-178.87
3.53,16.76,-155.43
3.55,18.13,-141.27
3.56,18.42,-133.15
3.58,17.56,-127.57
3.59,15.51,-123.03
3.61,12.45,-120.67
3.63,8.83,-122.9
3.64,5.26,-131.21
3.66,2.28,-144.54
3.67,0.09,-159.34
3.69,-1.54,-171.45
3.7,-3.12,-178.21
3.72,-5.25,-179.6
3.73,-8.27,-177.84
3.75,-12.15,-175.96
3.77,-16.39,-176.16
3.78,-20.27,-178.96
3.8,-23.07,-183.45
3.81,-24.32,-188.14
3.83,-23.91,-191.82
3.84,-22.04,-194.06
3.86,-19.19,-195.17
3.88,-15.98,-196.04
3.89,-12.96,-197.73
3.91,-10.61,-201.04
3.92,-9.21,-206.1
3.94,-8.88,-212.16
3.95,-9.51,-217.5
3.97,-10.83,-220.0
3.98,-12.45,-217.9
4.0,-13.92,-210.81
4.02,-14.81,-200.06
4.03,-14.84,-188.41
4.05,-13.9,-179.03
4.06,-12.19,-174.11
4.08,-10.12,-173.91
4.09,-8.2,-176.54
4.11,-6.97,-178.63
4.13,-6.7,-176.5
4.14,-7.34,-167.37
4.16,-8.44,-150.1
4.17,-9.22,-125.15
4.19,-8.84,-93.93
4.2,-6.55,-58.14
4.22,-2.03,-19.32
4.23,4.57,21.15
4.25,12.57,61.77
4.27,20.92,100.82
4.28,28.39,136.45
4.3,33.83,167.3
4.31,36.44,192.96
4.33,35.91,214.3
4.34,32.49,233.19
4.36,26.91,251.94
4.38,20.13,272.65
4.39,13.16,296.78
4.41,6.74,325.28
4.42,1.35,358.45
4.44,-2.91,395.47
4.45,-6.11,433.54
4.47,-8.42,467.44
4.48,-9.95,490.12
4.5,-10.75,494.57
4.52,-10.82,476.45
4.53,-10.23,436.15
4.55,-9.15,379.24
4.56,-7.81,314.72
4.58,-6.39,251.83
4.59,-4.88,196.58
4.61,-3.07,150.05
4.63,-0.59,109.1
4.64,2.88,69.05
4.66,7.41,26.77
4.67,12.8,-17.55
4.69,18.59,-60.74
4.7,24.35,-98.89
4.72,29.79,-129.95
4.73,34.92,-154.96
4.75,39.94,-177.22
4.77,45.13,-199.75
4.78,50.66,-222.84
4.8,56.5,-243.19
4.81,62.48,-255.46
4.83,68.37,-255.29
4.84,73.99,-241.8
4.86,79.32,-218.01
4.88,84.47,-189.07
4.89,89.67,-159.37
4.91,95.14,-130.54
4.92,101.0,-101.27
4.94,107.16,-69.14
4.95,113.36,-32.81
4.97,119.23,6.68
4.98,124.26,46.09
5.0,127.93,81.64
5.02,129.58,110.78
5.03,128.38,133.2
5.05,123.53,150.55
5.06,114.38,165.27
5.08,100.81,179.57
5.09,83.38,194.51
5.11,63.2,210.05
5.13,41.66,225.38
5.14,20.06,239.67
5.16,-0.73,252.37
5.17,-20.33,263.19
5.19,-38.64,271.78
5.2,-55.64,277.47
5.22,-71.13,279.29
5.23,-84.8,276.33
5.25,-96.29,268.18
5.27,-105.34,255.0
5.28,-111.98,237.23
5.3,-116.46,215.01
5.31,-119.25,188.05
5.33,-120.78,155.99
5.34,-121.35,119.23
5.36,-121.03,79.7
5.38,-119.66,40.65
5.39,-116.96,5.83
5.41,-112.73,-21.99
5.42,-106.91,-42.1
5.44,-99.65,-55.95
5.45,-91.23,-66.22
5.47,-82.07,-75.49
5.48,-72.61,-85.19
5.5,-63.32,-95.35
5.52,-54.59,-105.1
5.53,-46.75,-113.51
5.55,-40.07,-120.09
5.56,-34.77,-124.91
5.58,-30.95,-128.34
5.59,-28.61,-130.69
5.61,-27.52,-132.03
5.63,-27.25,-132.29
5.64,-27.14,-131.41
5.66,-26.52,-129.47
5.67,-24.95,-126.71
5.69,-22.43,-123.34
5.7,-19.44,-119.47
5.72,-16.74,-115.03
5.73,-15.12,-109.84
5.75,-15.06,-103.68
5.77,-16.52,-96.32
5.78,-19.1,-87.52
5.8,-22.24,-77.1
5.81,-25.42,-64.91
5.83,-28.44,-50.97
5.84,-31.34,-35.47
5.86,-34.24,-18.8
5.88,-37.11,-1.5
5.89,-39.66,15.78
5.91,-41.42,32.51
5.92,-41.87,48.36
5.94,-40.78,63.22
5.95,-38.26,77.11
5.97,-34.84,89.87
5.98,-31.19,100.89
6.0,-27.75,108.96
6.02,-24.67,112.5
6.03,-21.7,110.08
6.05,-18.51,101.09
6.06,-14.93,86.24
6.08,-11.11,67.57
6.09,-7.46,47.99
6.11,-4.5,30.36
6.13,-2.64,16.56
6.14,-2.01,6.8
6.16,-2.46,-0.38
6.17,-3.52,-7.37
6.19,-4.45,-16.25
6.2,-4.3,-27.7
6.22,-2.08,-40.46
6.23,2.9,-51.71
6.25,10.81,-58.36
6.27,21.17,-58.46
6.28,33.04,-52.17
6.3,45.19,-41.76
6.31,56.65,-30.41
6.33,66.86,-20.7
6.34,75.59,-13.7
6.36,82.78,-9.02
6.38,88.35,-5.69
6.39,92.12,-3.06
6.41,93.93,-0.55
6.42,93.76,3.04
6.44,91.68,10.02
6.45,87.91,23.11
6.47,82.56,43.33
6.48,75.53,67.65
6.5,66.56,88.42
6.52,55.35,95.85
6.53,41.72,82.98
6.55,25.75,50.34
6.56,8.0,6.96
6.58,-10.46,-33.57
6.59,-28.06,-60.21
6.61,-43.1,-70.51
6.63,-54.19,-71.53
6.64,-60.59,-74.95
6.66,-62.52,-89.34
6.67,-61.05,-114.52
6.69,-57.73,-141.68
6.7,-54.03,-159.03
6.72,-51.01,-159.24
6.73,-49.08,-143.85
6.75,-48.14,-122.27
6.77,-47.78,-106.1
6.78,-47.47,-102.63
6.8,-46.83,-111.63
6.81,-45.59,-126.4
6.83,-43.59,-138.33
6.84,-40.69,-141.44
6.86,-36.86,-134.48
6.88,-32.04,-119.99
6.89,-26.35,-101.73
6.91,-20.13,-82.13
6.92,-14.01,-61.23
6.94,-8.8,-37.73
6.95,-5.28,-10.83
6.97,-3.75,18.26
6.98,-3.83,45.93
7.0,-4.51,67.5
7.02,-4.33,79.32
7.03,-1.99,80.65
7.05,3.24,74.12
7.06,11.41,64.68
7.08,21.86,57.37
7.09,33.65,55.29
7.11,45.83,58.64
7.13,57.69,65.3
7.14,68.82,72.28
7.16,79.02,77.24
7.17,88.21,79.26
7.19,96.45,78.72
7.2,104.01,76.58
7.22,111.41,73.73
7.23,119.35,70.65
7.25,128.37,67.45
7.27,138.7,64.17
7.28,149.94,60.93
7.3,161.24,57.94
7.31,171.49,55.43
7.33,179.83,53.53
7.34,186.08,52.11
7.36,190.84,50.93
7.38,195.45,49.7
7.39,201.49,48.21
7.41,210.23,46.48
7.42,222.02,44.76
7.44,235.95,43.35
7.45,249.8,42.31
7.47,260.61,41.32
7.48,265.52,39.66
7.5,262.79,36.43
7.52,252.44,31.0
7.53,236.16,23.26
7.55,216.53,13.81
7.56,196.05,3.7
7.58,176.36,-5.97
7.59,158.11,-14.45
7.61,141.38,-21.57
7.63,126.32,-27.79
7.64,113.43,-33.98
7.66,103.29,-41.07
7.67,96.03,-49.8
7.69,90.82,-60.36
7.7,85.86,-72.31
7.72,79.03,-84.66
7.73,68.68,-96.04
7.75,54.41,-105.07
7.77,37.13,-110.53
7.78,18.66,-111.55
7.8,1.02,-107.66
7.81,-14.25,-98.92
7.83,-26.5,-85.96
7.84,-35.96,-70.1
7.86,-43.46,-53.22
7.88,-49.94,-37.51
7.89,-56.22,-24.89
7.91,-62.84,-16.75
7.92,-70.21,-13.85
7.94,-78.59,-16.67
7.95,-88.15,-25.66
7.97,-98.82,-41.16
7.98,-110.23,-62.81
8.0,-121.65,-88.83
8.02,-132.23,-115.59
8.03,-141.37,-138.19
8.05,-148.99,-151.72
8.06,-155.66,-152.95
8.08,-162.45,-141.56
8.09,-170.56,-120.33
8.11,-180.88,-94.25
8.13,-193.68,-69.01
8.14,-208.45,-49.35
8.16,-224.09,-37.93
8.17,-239.01,-34.98
8.19,-251.54,-38.52
8.2,-260.26,-45.18
8.22,-264.37,-51.16
8.23,-263.85,-53.17
8.25,-259.22,-49.11
8.27,-251.12,-38.4
8.28,-239.99,-21.92
8.3,-225.95,-1.64
8.31,-208.94,20.03
8.33,-189.2,40.83
8.34,-167.54,59.3
8.36,-145.37,75.03
8.38,-124.3,88.55
8.39,-105.64,100.83
8.41,-90.15,112.57
8.42,-77.94,123.69
8.44,-68.77,133.18
8.45,-62.26,139.47
8.47,-58.15,141.11
8.48,-56.27,137.43
8.5,-56.57,128.78
8.52,-59.04,116.4
8.53,-63.67,101.9
8.55,-70.23,86.71
8.56,-78.01,71.79
8.58,-85.68,57.57
8.59,-91.48,44.21
8.61,-93.81,31.88
8.63,-91.87,20.82
8.64,-86.11,11.38
8.66,-78.06,3.77
8.67,-69.76,-2.06
8.69,-62.93,-6.41
8.7,-58.45,-9.75
8.72,-56.31,-12.55
8.73,-55.98,-15.11
8.75,-56.86,-17.54
8.77,-58.49,-19.73
8.78,-60.6,-21.46
8.8,-62.93,-22.47
8.81,-65.14,-22.53
8.83,-66.85,-21.48
8.84,-67.78,-19.27
8.86,-67.99,-15.94
8.88,-67.83,-11.54
8.89,-67.84,-6.09
8.91,-68.58,0.28
8.92,-70.35,7.28
8.94,-73.03,14.32
8.95,-75.89,20.52
8.97,-77.69,24.98
8.98,-76.98,27.04
9.0,-72.55,26.54
9.02,-63.88,23.86
9.03,-51.45,19.77
9.05,-36.65,15.09
9.06,-21.33,10.47
9.08,-7.27,6.3
9.09,4.3,2.7
9.11,12.77,-0.3
9.13,18.05,-2.69
9.14,20.3,-4.4
9.16,19.66,-5.39
9.17,16.28,-5.69
9.19,10.49,-5.47
9.2,2.96,-5.03
9.22,-5.29,-4.79
9.23,-13.09,-5.13
9.25,-19.46,-6.23
9.27,-23.85,-7.99
9.28,-26.3,-10.03
9.3,-27.39,-11.69
9.31,-27.91,-12.33
9.33,-28.55,-11.46
9.34,-29.44,-8.91
9.36,-30.1,-4.9
9.38,-29.5,0.05
9.39,-26.57,5.34
9.41,-20.65,10.41
9.42,-11.81,14.97
9.44,-0.94,18.93
9.45,10.62,22.31
9.47,21.53,25.1
9.48,30.85,27.13
9.5,38.17,28.1
9.52,43.51,27.74
9.53,47.03,26.0
9.55,48.89,23.17
9.56,49.13,19.8
9.58,47.95,16.53
9.59,45.81,13.81
9.61,43.46,11.81
9.63,41.8,10.36
9.64,41.51,9.17
9.66,42.77,7.95
9.67,45.19,6.57
9.69,47.93,4.95
9.7,50.16,3.04
9.72,51.38,0.73
9.73,51.77,-2.12
9.75,52.06,-5.53
9.77,53.29,-9.28
9.78,56.37,-12.81
9.8,61.61,-15.4
9.81,68.79,-16.3
9.83,77.18,-15.02
9.84,85.98,-11.5
9.86,94.48,-6.15
9.88,102.28,0.28
9.89,109.11,6.89
9.91,114.74,12.78
9.92,118.86,17.26
9.94,121.11,19.92
9.95,121.32,20.7
9.97,119.65,19.88
9.98,116.6,17.95
10.0,113.0,15.48
10.02,109.71,12.94
10.03,107.37,10.56
10.05,106.21,8.37
10.06,106.05,6.28
10.08,106.4,4.18
10.09,106.58,2.1
10.11,105.91,0.14
10.13,103.93,-1.63
10.14,100.59,-3.26
10.16,96.32,-4.91
10.17,91.99,-6.83
10.19,88.56,-9.26
10.2,86.82,-12.29
10.22,86.86,-15.81
10.23,87.98,-19.54
10.25,88.71,-23.05
10.27,87.27,-25.8
10.28,81.99,-27.26
10.3,71.85,-26.97
10.31,56.78,-24.66
10.33,37.76,-20.32
10.34,16.72,-14.22
10.36,-3.83,-6.92
10.38,-21.2,0.86
10.39,-32.97,8.35
10.41,-37.49,14.84
10.42,-34.27,19.82
10.44,-24.12,23.09
10.45,-8.99,24.71
10.47,8.51,24.97
10.48,25.77,24.31
10.5,40.76,23.12
10.52,52.5,21.67
10.53,61.07,20.01
10.55,67.43,18.13
10.56,72.97,15.93
10.58,79.02,13.44
10.59,86.5,10.76
10.61,95.8,8.08
10.63,106.69,5.58
10.64,118.42,3.36
10.66,129.83,1.44
10.67,139.51,-0.33
10.69,146.08,-2.14
10.7,148.58,-4.23
10.72,146.74,-6.76
10.73,141.04,-9.75
10.75,132.61,-12.96
10.77,122.69,-15.93
10.78,111.98,-18.01
10.8,100.3,-18.56
10.81,86.49,-17.18
10.83,68.88,-13.87
10.84,46.0,-9.01
10.86,17.22,-3.29
10.88,-16.87,2.49
10.89,-54.58,7.71
10.91,-93.61,11.97
10.92,-131.48,15.12
10.94,-165.86,17.24
10.95,-194.66,18.4
10.97,-216.14,18.7
10.98,-228.98,18.23
11.0,-232.51,17.06
11.02,-226.99,15.33
11.03,-213.65,13.25
11.05,-194.52,11.05
11.06,-171.92,8.95
11.08,-147.93,7.08
11.09,-124.19,5.45
11.11,-101.85,4.0
11.13,-81.83,2.66
11.14,-64.83,1.38
11.16,-51.32,0.18
11.17,-41.18,-0.91
11.19,-33.55,-1.95
11.2,-26.84,-3.04
11.22,-19.18,-4.38
11.23,-9.1,-6.09
11.25,3.98,-8.06
11.27,19.46,-9.91
11.28,35.65,-11.05
11.3,50.26,-10.86
11.31,61.12,-8.98
11.33,67.08,-5.44
11.34,68.57,-0.67
11.36,67.73,4.66
11.38,67.71,9.83
11.39,71.34,14.29
11.41,79.62,17.77
11.42,90.94,20.21
11.44,101.45,21.71
11.45,106.48,22.46
11.47,102.33,22.6
11.48,87.52,22.28
11.5,63.11,21.59
11.52,31.91,20.56
11.53,-2.52,19.15
11.55,-36.76,17.35
11.56,-67.72,15.17
11.58,-92.5,12.72
11.59,-108.66,10.19
11.61,-114.9,7.78
11.63,-112.09,5.63
11.64,-103.66,3.78
11.66,-95.23,2.17
11.67,-93.05,0.68
11.69,-102.07,-0.8
11.7,-124.24,-2.38
11.72,-157.76,-4.09
11.73,-197.64,-5.94
11.75,-237.04,-7.84
11.77,-269.09,-9.52
11.78,-288.49,-10.61
11.8,-292.56,-10.72
11.81,-281.51,-9.6
11.83,-257.96,-7.29
11.84,-226.08,-4.08
11.86,-190.54,-0.41
11.88,-155.64,3.29
11.89,-124.62,6.75
11.91,-99.39,9.83
11.92,-80.5,12.44
11.94,-67.37,14.47
11.95,-58.51,15.77
11.97,-51.91,16.19
11.98,-45.51,15.74
12.0,-37.67,14.62
12.02,-27.59,13.17
12.03,-15.39,11.75
12.05,-1.97,10.58
12.06,11.44,9.65
12.08,23.73,8.78
12.09,34.25,7.74
12.11,42.95,6.38
12.13,50.28,4.74
12.14,56.99,3.02
12.16,63.77,1.43
12.17,70.94,0.08
12.19,78.26,-1.11
12.2,84.69,-2.4
12.22,88.69,-4.01
12.23,88.57,-6.05
12.25,83.2,-8.32
12.27,72.35,-10.38
12.28,56.9,-11.69
12.3,38.56,-11.76
12.31,19.34,-10.37
12.33,1.08,-7.61
12.34,-14.98,-3.86
12.36,-28.23,0.34
12.38,-38.52,4.46
12.39,-45.97,8.07
12.41,-50.98,10.94
12.42,-54.0,13.0
12.44,-55.62,14.23
12.45,-56.27,14.7
12.47,-56.16,14.43
12.48,-55.19,13.5
12.5,-53.01,12.0
12.52,-49.27,10.12
12.53,-43.86,8.04
12.55,-37.06,5.98
12.56,-29.45,4.06
12.58,-21.62,2.4
12.59,-13.99,1.01
12.61,-6.79,-0.14
12.63,-0.15,-1.11
12.64,5.81,-1.96
12.66,10.84,-2.78
12.67,14.54,-3.63
12.69,16.5,-4.53
12.7,16.38,-5.56
12.72,14.14,-6.77
12.73,10.03,-8.18
12.75,4.73,-9.69
12.77,-0.74,-11.02
12.78,-5.25,-11.76
12.8,-7.85,-11.45
12.81,-8.13,-9.81
12.83,-6.22,-6.84
12.84,-2.8,-2.85
12.86,1.15,1.6
12.88,4.69,5.96
12.89,7.17,9.74
12.91,8.32,12.69
12.92,8.33,14.69
12.94,7.76,15.74
12.95,7.32,15.87
12.97,7.83,15.13
12.98,9.94,13.67
13.0,13.95,11.71
13.02,19.75,9.52
13.03,26.78,7.39
13.05,34.2,5.52
13.06,41.06,3.99
13.08,46.56,2.78
13.09,50.18,1.76
13.11,51.79,0.79
13.13,51.65,-0.26
13.14,50.33,-1.44
13.16,48.44,-2.7
13.17,46.54,-4.03
13.19,44.92,-5.42
13.2,43.58,-6.94
13.22,42.32,-8.7
13.23,40.84,-10.69
13.25,38.91,-12.68
13.27,36.42,-14.2
13.28,33.33,-14.68
13.3,29.74,-13.66
13.31,25.91,-10.99
13.33,22.34,-6.93
13.34,19.76,-2.06
13.36,18.84,2.94
13.38,19.95,7.54
13.39,22.96,11.4
13.41,27.16,14.45
13.42,31.52,16.66
13.44,35.05,18.0
13.45,37.04,18.37
13.47,37.18,17.69
13.48,35.35,16.02
13.5,31.59,13.58
13.52,26.04,10.77
13.53,18.91,8.0
13.55,10.66,5.55
13.56,1.96,3.51
13.58,-6.48,1.78
13.59,-14.01,0.18
13.61,-20.32,-1.41
13.63,-25.35,-3.02
13.64,-29.22,-4.57
13.66,-32.16,-6.02
13.67,-34.45,-7.41
13.69,-36.33,-8.91
13.7,-37.88,-10.71
13.72,-38.95,-12.87
13.73,-39.05,-15.23
13.75,-37.45,-17.33
13.77,-33.5,-18.55
13.78,-26.94,-18.35
13.8,-18.2,-16.47
13.81,-8.38,-13.03
13.83,1.12,-8.57
13.84,9.01,-3.8
13.86,14.55,0.61
13.88,17.68,4.25
13.89,18.86,6.99
13.91,18.66,8.92
13.92,17.52,10.18
13.94,15.59,10.84
13.95,12.88,10.91
13.97,9.54,10.33
13.98,6.03,9.19
14.0,3.1,7.7
14.02,1.6,6.15
14.03,2.06,4.85
14.05,4.38,3.92
14.06,7.87,3.27
14.08,11.5,2.66
14.09,14.41,1.87
14.11,16.41,0.78
14.13,18.11,-0.55
14.14,20.65,-1.97
14.16,25.12,-3.4
14.17,32.02,-4.87
14.19,41.03,-6.54
14.2,51.24,-8.57
14.22,61.54,-10.94
14.23,71.01,-13.32
14.25,79.02,-15.19
14.27,85.1,-15.96
14.28,88.67,-15.24
14.3,88.89,-13.01
14.31,84.94,-9.57
14.33,76.42,-5.46
14.34,63.73,-1.22
14.36,48.11,2.75
14.38,31.44,6.26
14.39,15.62,9.23
14.41,2.06,11.63
14.42,-8.68,13.37
14.44,-16.8,14.28
14.45,-23.0,14.27
14.47,-27.95,13.33
14.48,-32.04,11.65
14.5,-35.18,9.49
14.52,-36.88,7.17
14.53,-36.52,4.85
14.55,-33.61,2.61
14.56,-27.95,0.39
14.58,-19.68,-1.85
14.59,-9.28,-4.12
14.61,2.51,-6.27
14.63,14.67,-8.12
14.64,26.1,-9.53
14.66,35.67,-10.5
14.67,42.4,-11.23
14.69,45.66,-11.98
14.7,45.29,-12.97
14.72,41.58,-14.2
14.73,35.2,-15.38
14.75,27.03,-16.05
14.77,18.04,-15.7
14.78,9.1,-14.03
14.8,0.9,-11.05
14.81,-6.15,-7.07
14.83,-11.88,-2.66
14.84,-16.41,1.63
14.86,-20.02,5.34
14.88,-23.06,8.19
14.89,-25.76,10.09
14.91,-28.08,11.1
14.92,-29.67,11.32
14.94,-29.95,10.9
14.95,-28.38,10.0
14.97,-24.62,8.75
14.98,-18.77,7.28
15.0,-11.36,5.69
15.02,-3.25,4.02
15.03,4.59,2.31
15.05,11.29,0.6
15.06,16.29,-1.05
15.08,19.42,-2.56
15.09,20.86,-3.82
15.11,21.05,-4.77
15.13,20.55,-5.43
15.14,19.82,-5.88
15.16,19.14,-6.33
15.17,18.53,-7.0
15.19,17.84,-8.02
15.2,16.96,-9.41
15.22,15.81,-10.97
15.23,14.46,-12.37
15.25,13.0,-13.23
15.27,11.53,-13.22
15.28,10.07,-12.17
15.3,8.71,-10.16
15.31,7.69,-7.4
15.33,7.42,-4.2
15.34,8.32,-0.87
15.36,10.62,2.35
15.38,14.21,5.24
15.39,18.58,7.62
15.41,22.93,9.3
15.42,26.43,10.17
15.44,28.45,10.17
15.45,28.74,9.41
15.47,27.45,8.06
15.48,25.02,6.38
15.5,22.05,4.62
15.52,19.11,2.97
15.53,16.58,1.52
15.55,14.57,0.31
15.56,13.07,-0.68
15.58,12.04,-1.44
15.59,11.55,-2.06
15.61,11.75,-2.61
15.63,12.7,-3.21
15.64,14.16,-3.95
15.66,15.55,-4.95
15.67,16.18,-6.27
15.69,15.58,-7.96
15.7,13.91,-9.97
15.72,11.97,-12.11
15.73,10.8,-14.06
15.75,11.37,-15.43
15.77,13.99,-15.84
15.78,18.26,-15.06
15.8,23.15,-13.09
15.81,27.48,-10.12
15.83,30.32,-6.52
15.84,31.24,-2.62
15.86,30.32,1.23
15.88,27.98,4.74
15.89,24.71,7.67
15.91,20.89,9.81
15.92,16.69,11.02
15.94,12.18,11.31
15.95,7.46,10.84
15.97,2.72,9.88
15.98,-1.81,8.68
16.0,-6.0,7.35
16.02,-9.89,5.93
16.03,-13.79,4.37
16.05,-18.14,2.7
16.06,-23.23,1.01
16.08,-29.0,-0.57
16.09,-34.86,-1.93
16.11,-39.79,-3.05
16.13,-42.55,-3.98
16.14,-42.2,-4.87
16.16,-38.38,-5.83
16.17,-31.51,-6.99
16.19,-22.8,-8.44
16.2,-13.78,-10.13
16.22,-5.84,-11.93
16.23,0.09,-13.49
16.25,3.72,-14.39
16.27,5.37,-14.22
16.28,5.56,-12.74
16.3,4.82,-10.01
16.31,3.56,-6.3
16.33,1.96,-2.06
16.34,0.15,2.31
16.36,-1.7,6.46
16.38,-3.39,10.16
16.39,-4.68,13.17
16.41,-5.33,15.28
16.42,-5.2,16.3
16.44,-4.28,16.14
16.45,-2.73,14.88
16.47,-0.8,12.83
16.48,1.31,10.41
16.5,3.6,8.01
16.52,6.29,5.94
16.53,9.69,4.26
16.55,13.98,2.93
16.56,18.99,1.8
16.58,24.2,0.76
16.59,28.86,-0.26
16.61,32.28,-1.23
16.63,34.14,-2.16
16.64,34.46,-3.05
16.66,33.52,-3.97
16.67,31.69,-5.03
16.69,29.22,-6.3
16.7,26.36,-7.8
16.72,23.41,-9.44
16.73,20.92,-10.95
16.75,19.44,-11.97
16.77,19.45,-12.09
16.78,21.04,-10.99
